"Raf"	"Mek"	"PLCg"	"PIP2"	"PIP3"	"Erk"	"Akt"	"PKA"	"PKC"	"p38"	"JNK"	"experiment"
31.1	23.9	7.1	76.4	16.4	25.3	50	528	10.3	42.2	50.9	13
32.8	25.7	10.6	18.6	4.33	24.8	49.1	806	11.3	21.5	35.9	13
40.3	25.9	2.35	93.9	14.5	10.9	38.5	1241	47.4	77.7	1	13
38.2	20.2	11.4	11.7	16.4	29.7	56.2	578	10.6	36.2	41.4	13
33.4	28.4	53.8	49.6	3.37	40.7	61.5	757	12.4	35.2	42.6	13
29.4	25.3	3.75	12.9	29.4	27.1	54.2	704	18.3	65.5	267	13
35.2	22.7	23.7	32.5	28.6	36.2	64.9	965	10.8	31.1	50	13
23.3	20.7	2.81	82	31.9	18.3	46.1	1310	9.39	21.5	87.4	13
19.6	26.4	6.15	11.7	2.27	3.68	12.6	48.3	15.1	30.5	45.3	13
19.8	25.5	7.5	69.8	17	23.7	77.7	3134	19.5	42.9	83.5	13
35.2	22.7	5.14	72.3	33.7	12.5	40.3	835	8.74	29.2	41.8	13
24.1	15.7	42.6	76.4	25	16.1	38.5	828	6.98	20.5	24.4	13
26.4	17.9	9.31	14.1	5.38	38.2	63.8	1037	15.3	21.9	52.8	13
25.9	25.9	19.8	271	34.3	55.7	75.7	562	16.1	47	170	13
29.7	32.2	7.7	6.98	14.1	15.8	50.5	710	19.5	72.3	132	13
38.5	24.8	6.55	11.3	1	12.7	50.9	1382	13.5	47.4	34.3	13
30.8	22.9	5.88	10.9	4.66	21.7	56.2	757	24.6	66.1	123	13
37.5	30.2	5.83	86.6	27.6	47.4	81.3	1322	6.1	31.3	39.2	13
23.7	12.3	1	154	16.4	46.6	78.4	717	13.8	40.7	78.4	13
110	73.7	5.52	114	41.8	30.5	71.7	1512	7.37	27.9	31.9	13
32.8	30	9.14	22.3	6.49	28.6	60.4	604	17.5	56.7	189	13
61	61	12.2	93.1	40.3	40	67.9	1540	11.8	25.7	67.3	13
48.7	32.5	43.7	106	41.8	7.91	34.6	843	1	54.2	8.2	13
28.4	27.1	7.99	9.47	1.01	58.8	104	799	20.4	50.5	120	13
108	89.8	7.99	94.7	40	24.4	55.2	588	11.7	31.9	71.7	13
63.2	47.8	18.3	16.3	4.83	17.5	33.4	770	11	30	47.8	13
37.5	35.5	18.1	13.9	12.5	11.3	47.4	2207	8.66	35.9	56.2	13
35.2	34.6	7.84	50.5	17	11.7	40	973	11	36.5	43.3	13
68.5	63.8	6.44	644	53.8	16.7	36.2	828	25.3	67.9	60.4	13
59.4	40	4.96	107	14.7	15.4	34.9	737	15.4	39.6	6.04	13
114	77	36.5	40	16.4	34.3	60.4	478	11.9	20.2	9.06	13
30.5	24.4	3.59	93.1	31.9	31.9	57.8	649	12.5	31.6	44.9	13
28.9	33.7	16	44.1	14.3	14.5	38.9	1334	14.9	26.4	113	13
35.2	30.5	10.3	16	1.76	14.1	37.2	685	11.5	34.3	82	13
38.2	19.6	16.8	20.5	18.1	33.1	58.8	1134	12.1	26.4	44.9	13
35.5	30.5	47.8	82.8	26.9	35.5	60.4	644	9.31	36.8	64.4	13
28.4	19.1	26.2	207	17.6	27.9	64.4	770	8.43	28.9	74.3	13
48.7	36.2	3.79	57.3	16.7	20.4	61	1526	9.65	35.2	50.5	13
88.2	57.8	51.9	32.8	23.1	19.6	55.2	1655	8.98	39.2	86.6	13
146	118	9.56	105	13.9	11.8	42.2	322	10.9	28.1	36.5	13
24.4	19.6	7.5	12.1	2.69	27.4	50.5	500	26.4	57.8	85.8	13
33.4	18.3	3.68	117	43.3	17.2	34	843	9.65	25	68.5	13
59.4	37.5	18.4	29.4	24.8	10.5	22.5	573	44.1	98.2	155	13
59.4	37.9	40.3	54.7	29.4	29.2	74.3	661	9.65	26.2	42.9	13
21.1	17.9	9.14	11.7	3.89	13.6	36.5	1197	12.2	27.1	44.5	13
32.2	16.7	11.9	143	14.7	41.8	48.3	661	31.1	75	244	13
112	94.7	4.29	110	22.3	16.3	44.1	1065	10.6	26.2	59.9	13
35.2	28.1	4.07	85.1	7.23	22.5	45.7	1134	13.7	47	69.2	13
42.6	39.2	16.3	19.3	6.21	6.92	29.7	355	20.7	50.5	71.7	13
36.5	26.9	23.9	445	67.9	27.1	73	1670	11.7	27.4	2.11	13
23.3	24.4	1	74.3	16.1	35.5	81.3	594	11	34.3	63.8	13
85.1	54.2	41	62.6	8.2	8.82	28.4	698	13.3	29.2	60.4	13
22.5	38.9	6.32	10.7	3	20.9	45.7	547	19.3	30.5	1	13
30.5	28.9	42.9	158	20.4	15.4	35.9	973	21.7	37.9	161	13
23.9	23.7	8.28	39.6	18.8	14.1	45.7	679	20.4	51.9	76.4	13
41.8	32.2	4.29	161	26.7	9.73	27.4	1219	25.9	61.5	250	13
29.4	33.7	5.99	70.4	24.8	10.7	28.6	483	24.6	87.4	161	13
31.6	18.6	31.6	50	38.5	58.3	83.5	743	10.1	34.6	61	13
54.2	46.6	8.58	13.2	7.1	16.8	70.4	1114	25.9	63.8	211	13
138	99.1	59.4	31.9	19.8	16	29.4	730	11	15.8	52.3	13
33.1	17.5	6.73	10.7	7.7	11.1	35.9	764	9.39	32.2	24.6	13
30	32.2	5	61	6.61	12.1	38.2	723	11.3	26.7	43.7	13
122	85.8	5.09	15.8	4.96	14.7	33.1	764	9.82	23.1	59.9	13
81.3	50.5	6.61	154	25	17.3	49.6	1046	19.5	46.1	96.5	13
26.4	16.8	5.57	53.3	22.7	12.6	36.5	604	16	37.2	71	13
29.7	29.4	8.28	18.6	2.29	9.06	42.9	1144	12.2	29.7	55.2	13
67.3	62.6	10.9	21.5	5.88	26.2	56.7	2091	20.9	44.1	77	13
27.9	30.8	1.95	151	6.55	20.4	50.9	973	11.8	37.2	55.7	13
110	114	67.9	96.5	30.5	25.7	63.2	1094	9.91	21.7	50	13
38.2	27.6	10.5	41.8	8.51	17.3	44.1	562	12.9	40	93.9	13
55.2	64.4	6.04	410	69.2	26.7	50	874	15.8	53.3	78.4	13
173	137	22.7	23.5	7.91	21.9	52.8	1155	9.65	19.5	34	13
48.3	33.7	15.1	26.7	1.35	18.6	45.7	667	11.3	36.2	130	13
30.8	19.8	6.92	7.43	6.32	18.6	49.6	931	26.2	55.7	103	13
28.1	20.7	35.2	67.3	12.2	18.1	41	743	27.6	64.9	85.1	13
38.5	30.8	8.51	37.9	10.8	25.7	51.9	533	18.3	48.3	46.6	13
28.6	17.6	42.6	58.8	42.9	18.8	44.1	567	9.31	34	64.4	13
26.4	18.8	6.85	17.2	16	23.1	37.2	588	10.9	35.2	41.4	13
31.6	35.9	2.67	88.2	18.4	39.6	71.7	514	8.43	27.9	40.3	13
17.8	16.3	5.28	21.1	10.3	27.6	50.5	638	10.3	34.9	50.5	13
31.3	20.9	47.8	138	34.9	28.9	57.8	890	52.8	67.9	5.23	13
176	154	5.88	8.66	6.79	27.1	63.8	737	19.6	58.8	117	13
33.1	23.7	5.28	129	16.7	40.3	82	698	9.91	42.9	64.4	13
32.8	23.7	5.99	5.78	1	9.73	17.3	191	23.7	59.4	121	13
101	82.8	79.9	403	125	25.7	44.5	655	36.5	94.7	276	13
32.8	20.2	39.2	33.1	32.5	21.5	46.6	466	11.9	30.5	47.8	13
34.3	23.3	19.8	19.3	5.78	28.6	53.3	1018	5.57	25.5	30.8	13
34	21.5	6.49	9.91	3.75	12.9	44.9	813	29.2	79.9	127	13
30.2	26.7	25	38.5	12.7	102	221	1715	13.1	45.7	153	13
35.2	28.4	9.39	8.06	11.5	16.4	49.6	2148	13.6	26.9	94.7	13
34.6	37.2	17.9	121	14.7	63.2	179	3106	9.39	23.7	38.5	13
47.8	50	10.3	12.3	3.13	22.9	57.3	922	23.1	47.8	155	13
44.1	31.6	7.7	106	16.7	20	38.2	982	11.2	31.3	30	13
75	47.8	4.66	163	10	47.8	79.9	784	31.6	82	325	13
67.3	53.8	2.19	6.73	3.25	50.5	61	931	18.9	47	66.1	13
37.2	26.9	29.4	34	33.4	20	57.3	1134	17	44.9	66.1	13
64.4	61	51.4	35.2	18.8	36.2	83.5	528	14.5	48.7	154	13
73	37.5	17.8	106	36.8	32.5	82	1762	13.2	37.5	61.5	13
93.1	51.4	6.61	108	26.9	13.6	40.3	698	34.3	102	352	13
90.6	79.1	7.04	17.2	7.84	26.7	58.8	737	9.65	20	57.8	13
36.2	22.3	2.17	56.2	14.3	18.6	42.6	898	11.2	30	65.5	13
29.4	26.2	28.4	77.7	19.5	25.9	57.8	710	10.8	23.3	28.4	13
46.6	51.9	10.9	6.85	11	19.6	51.4	858	6.1	48.3	46.1	13
30.5	31.9	50.9	118	54.2	14.7	55.7	2017	10.1	35.9	57.3	13
31.9	25.5	3.46	137	19.6	14.1	32.8	588	33.4	106	207	13
20.5	17.8	16.7	85.1	18.4	66.7	125	1582	6.85	25.9	41.4	13
23.1	20	1	77.7	29.2	50.5	83.5	704	14.2	31.1	41.8	13
20.7	28.4	1.91	118	10.5	34	64.9	655	19.1	45.3	88.2	13
146	89	38.2	115	18.8	20.5	45.3	1055	19.3	43.3	195	13
29.7	25	12.5	12.1	46.1	19.3	48.3	1000	13.9	41	63.2	13
44.5	22.1	11.7	562	77.7	22.9	47	757	14.7	37.2	50	13
22.3	18.8	50.5	76.4	42.9	17.8	43.3	914	7.84	31.9	66.7	13
36.5	20.4	7.99	12.7	12.9	19.3	37.9	588	22.5	56.2	106	13
62.6	40	1.25	188	37.5	34	67.3	1252	29.2	62.6	111	13
36.2	29.4	10.6	325	79.9	58.3	129	1459	11.1	30.5	45.3	13
50.9	38.9	108	400	137	43.3	79.1	1104	11	26.4	39.2	13
111	94.7	8.9	16.1	4.74	24.6	45.7	626	16.4	43.3	75.7	13
27.9	21.5	6.92	106	31.9	13.9	36.5	562	21.3	67.9	189	13
93.9	94.7	40.3	95.6	15.7	51.9	82	1046	10.1	33.4	38.5	13
48.3	37.2	54.7	135	75	26.2	59.9	1252	10.2	25.9	64.4	13
33.7	21.9	4.74	14.1	1.08	24.8	55.2	2072	23.5	71.7	107	13
106	71	9.91	5.57	13.6	17.2	46.1	764	16.3	31.1	57.3	13
85.1	73.7	41.4	83.5	23.1	12.3	42.2	1114	23.5	78.4	113	13
32.5	30.8	115	76.4	43.7	16.7	54.7	1685	13.1	20.4	55.7	13
81.3	71	37.9	331	60.4	10.3	45.7	1731	13.9	34.6	29.7	13
23.5	24.8	7.91	223	37.5	9.06	41	1877	9.47	35.2	43.7	13
215	231	36.8	37.5	20.7	30.2	67.3	1540	10.6	39.2	71	13
23.1	25	11	178	50	16.7	40.7	578	9.39	18.8	56.2	13
79.9	62.1	5.52	41.8	14.3	20.2	44.9	799	12.3	41.4	138	13
4.37	2.97	2.76	160	30.5	47	79.9	1963	12.3	16.7	14.3	14
20.4	16.8	21.5	13	3.85	3.75	14.9	346	14.3	29.7	36.5	14
20	26.7	18.6	19.6	18.4	9.65	11.5	372	27.1	81.3	139	14
3.34	9.06	32.2	179	40.7	33.1	65.5	1252	11.9	39.6	58.8	14
40.7	22.7	64.9	491	119	123	186	1407	34	88.2	109	14
26.4	18.4	6.98	8.43	17.3	38.2	59.4	483	10.6	24.4	58.8	14
26.4	18.6	6.21	126	5.62	4.45	11.8	453	27.9	55.2	99.1	14
28.1	36.5	5.62	313	62.6	85.1	154	1963	37.9	74.3	115	14
66.7	63.2	2.94	153	29.7	50	84.3	1596	15	26.9	73	14
112	65.5	16.4	13.2	26.7	35.9	52.3	1197	9.06	21.9	43.3	14
27.9	25.9	7.84	12.1	9.39	22.7	44.9	466	26.9	61	94.7	14
68.5	66.1	23.1	32.5	27.4	79.9	143	1114	61	223	302	14
16	22.9	6.79	19.8	6.32	75	205	3191	34.3	80.6	79.1	14
20.5	13.1	9.56	77	15.1	10.2	26.4	638	52.8	135	229	14
56.7	37.9	25	25.7	4.33	8.58	22.3	241	23.3	51.4	98.2	14
26.9	15.8	41.4	355	63.8	24.4	61	1310	12.4	20.2	27.1	14
202	114	5.42	16.8	16.3	42.2	80.6	1334	8.82	25	53.8	14
111	69.2	1.39	102	27.9	6.32	18.4	1407	11.9	26.7	62.6	14
79.9	67.3	3.49	6.67	14.2	34.6	87.4	791	31.3	92.2	155	14
82.8	74.3	45.3	168	42.9	6.26	20.2	750	37.9	89	164	14
36.2	22.3	4.49	72.3	11.2	33.7	60.4	1670	14.7	30.2	36.8	14
28.1	35.2	6.92	1.96	14.1	96.5	183	2091	32.8	98.2	170	14
38.9	13.2	11.7	31.1	37.5	2.39	12.1	866	13.8	20.9	30.5	14
35.9	30.5	7.77	2.27	18.3	20.9	82	1877	8.74	25.7	50.5	14
54.2	37.2	8.58	18.9	13	86.6	147	2054	10.7	10.8	38.2	14
11.3	17.6	32.2	414	98.2	54.2	127	3619	13.8	62.1	58.3	14
108	96.5	31.6	109	68.5	38.9	77.7	1640	16	43.7	50	14
28.1	15.4	2.13	22.7	16.5	8.28	25.5	615	14.2	43.7	34.9	14
44.5	43.3	21.9	403	89	37.5	82	1946	12.4	23.7	50	14
22.3	22.7	21.5	24.6	13.6	8.58	7.17	100	8.58	33.4	54.2	14
36.2	19.6	3.28	114	21.1	16.5	57.3	1009	23.3	67.3	132	14
29.4	21.3	9.31	78.4	26.2	38.5	56.7	982	8.9	17.3	29.4	14
87.4	62.6	48.3	244	85.1	33.4	52.3	750	42.2	82.8	69.2	14
49.6	47	7.84	16.7	10.9	71.7	136	1104	18.3	49.1	50.9	14
35.9	28.4	11.2	15.7	7.1	2.17	26.7	184	12	22.7	37.2	14
97.3	72.3	5.23	17.2	4.96	50	91.4	2642	7.57	26.9	33.7	14
31.6	21.5	6.98	11.9	8.28	93.1	189	1894	11.8	31.1	65.5	14
103	67.3	11.9	211	52.3	12.1	32.2	621	16.4	29.2	36.2	14
18.4	16.5	8.74	437	62.1	8.51	18.8	400	9.22	25.9	34.3	14
28.9	22.5	3.89	269	25.9	10.8	51.9	269	13.3	29.4	38.5	14
36.2	12.6	16.7	400	95.6	13.8	29.2	698	9.31	37.2	31.9	14
24.6	17.9	1.93	189	10.7	63.8	127	1540	22.9	61	98.2	14
204	188	6.67	131	38.5	11	20.9	453	61.5	157	267	14
142	81.3	13.9	392	73.7	117	202	2072	10.8	20	30.2	14
29.7	18.8	9.56	209	21.5	47.8	92.2	1999	15.4	38.2	40.7	14
31.9	21.7	36.5	355	129	25	40	542	66.1	146	225	14
64.4	64.9	9.82	153	38.5	16.8	37.5	1499	28.9	47.4	57.8	14
25.7	4.61	51.9	372	77.7	9.39	23.7	514	13.6	35.2	81.3	14
42.9	29.4	18.8	18.9	13.5	11.2	23.9	1104	16.8	26.7	57.8	14
15.3	17.6	27.4	229	14.6	80.6	133	2943	21.5	26.7	41.8	14
24.6	26.2	37.9	55.7	5.78	44.5	55.7	667	15.5	46.1	51.4	14
17.3	12.5	4.74	163	22.3	17	30.5	528	13.6	22.5	27.4	14
84.3	71	3.89	74.3	6.85	35.5	77.7	1472	16.5	53.8	66.7	14
34.9	35.5	104	806	91.4	75.7	110	1747	14.2	38.9	63.8	14
55.7	38.5	2.94	8.51	1.21	28.1	51.9	717	40.7	95.6	165	14
35.9	24.8	26.2	29.7	16.5	6.92	18.1	667	12.4	28.9	38.9	14
13.7	10.5	8.06	7.7	5	28.6	54.7	1499	11.7	23.9	35.2	14
37.5	17.3	8.74	14.6	8.9	9.31	43.3	445	7.23	37.9	49.1	14
39.2	30	19.1	48.7	26.2	46.6	72.3	1370	8.2	23.7	21.1	14
67.3	55.2	8.13	70.4	12.4	21.3	41	343	8.35	26.4	32.5	14
23.1	14.2	4	12.7	5.67	47.4	106	1459	16.8	36.8	43.7	14
28.6	16.7	13.5	422	85.8	20.5	34.6	621	12.1	28.1	32.8	14
25.5	9.82	3.65	297	56.7	16.4	28.1	632	15.4	25.7	42.9	14
7.3	7.57	8.98	340	66.7	54.2	88.2	1176	16.1	19.1	43.7	14
176	292	3.52	97.3	8.58	37.9	61	1762	9.65	16.1	41.4	14
35.5	27.6	28.9	39.2	15.1	40.3	65.5	1911	11.9	32.5	18.6	14
27.9	22.9	6.1	93.9	27.4	13.7	29.4	939	8.9	36.2	19.1	14
53.8	46.6	1	410	56.2	16.4	94.7	2091	16.7	20	51.9	14
150	89	3.82	181	26.4	21.9	35.5	743	13.1	33.4	34	14
38.2	25.3	9.47	5.99	4.14	67.3	129	3652	12.6	41.4	25.5	14
19.5	25.5	13.5	11.7	15.8	9.65	27.1	313	12.9	35.9	43.3	14
29.4	24.6	26.9	18.9	19.8	27.4	52.8	698	13.1	28.6	38.9	14
53.3	26.4	8.98	59.4	9.56	53.8	73	1197	16.8	31.1	31.3	14
37.9	28.4	34.6	61	28.4	3.62	16.5	365	10	12.2	51.9	14
108	81.3	24.8	389	70.4	48.3	73.7	1794	18.3	31.6	38.2	14
37.9	29.7	18.3	32.2	14.2	8.66	37.5	213	7.57	28.6	31.6	14
111	136	34.9	28.4	17	17.9	22.1	599	6.1	17.8	42.2	14
94.7	123	4.41	461	61	100	136	1322	7.3	28.4	34.3	14
28.9	21.1	10	7.64	6.15	69.8	118	2207	12.6	48.7	50	14
47.8	22.3	7.04	10.2	13.1	54.7	179	2207	13.2	36.2	59.4	14
32.2	34.6	12.7	132	11.2	37.2	87.4	1715	44.9	107	124	14
9.82	13.8	15.3	6.1	30.8	20.7	37.5	594	11.5	25.3	49.1	14
19.6	19.3	32.2	491	136	20	33.4	939	8.2	26.7	42.2	14
29.2	22.5	9.56	13.6	4.87	139	186	491	10.9	20.2	40	14
29.7	25.7	19.6	16.4	15.8	13.3	28.6	1472	12.5	34	41	14
22.3	11.8	14.1	5.73	2.17	39.2	66.1	1928	11.8	28.6	26.7	14
55.7	43.3	8.28	55.2	8.74	68.5	120	3191	18.3	37.2	54.2	14
15.1	20.4	26.7	27.4	11.1	28.1	45.7	322	9.47	24.8	20	14
31.1	18.3	7.99	12.6	5.09	9.65	22.7	542	13	27.1	39.2	14
47	45.7	13.3	16.8	4.96	22.7	39.6	914	11.4	21.9	19.8	14
16.5	26.9	24.4	23.9	4.1	12	31.3	685	9.31	14.2	50.5	14
59.9	33.4	14.2	12.4	2.19	46.1	79.9	1446	12.3	29.4	28.1	14
34	32.2	1.47	145	25.7	49.1	68.5	890	3.08	93.1	3.59	14
93.1	110	9.73	368	63.8	12.5	50	947	14.2	65.5	89	14
60.4	55.2	15.4	21.1	22.3	22.9	53.3	1700	39.2	73.7	101	14
102	71	1	109	18.3	48.7	72.3	1000	16.3	44.9	67.3	14
31.1	30	8.98	41.4	4.53	29.7	63.2	820	11.4	27.1	36.2	14
90.6	87.4	17.6	22.9	17.2	25.9	40.3	578	9.39	25.5	20.7	14
23.9	16.4	13.3	15.8	7.23	28.6	57.8	661	9.31	36.2	21.5	14
32.5	11.7	3.43	253	31.1	9.91	51.4	491	12.5	37.9	51.9	14
56.2	42.6	26.7	28.4	25	112	231	4411	13.7	19.1	55.7	14
31.6	24.8	8.9	215	42.2	42.6	75.7	2091	18.6	38.5	48.7	14
79.1	41.4	48.7	89	21.3	18.3	31.1	372	11.2	15	36.2	14
24.6	16.7	2.46	262	10.3	29.4	46.6	523	10.2	23.9	40	14
40.3	44.5	6.67	10.4	8.58	75.7	124	1526	12.9	23.9	38.5	14
42.2	21.7	5.33	13.1	4.78	22.7	33.1	1263	11.3	36.5	44.9	14
4.29	7.7	11.7	89	12	42.6	81.3	3786	15.1	27.6	27.4	14
57.3	37.5	71	223	98.2	276	578	8660	16.5	28.6	43.3	14
32.5	20.5	17.8	217	43.7	9.06	12.4	200	13.1	28.6	24.6	14
39.6	20	4.41	123	7.43	16	28.1	523	19.6	38.9	48.3	14
25.9	20.2	2.15	165	21.5	29.7	43.7	1000	16.1	37.5	53.3	14
30	30.2	13.9	13.1	10	54.2	101	1395	15.4	34.3	33.1	14
42.6	18.6	4.78	87.4	7.17	39.6	63.2	509	12.7	20.7	31.6	14
28.9	25.5	20.9	20.7	10	29.4	61	906	13.8	42.9	72.3	14
221	151	10.2	165	62.1	11	21.9	229	36.8	78.4	237	14
5.05	12	1	322	57.8	15.3	37.5	2167	56.7	73	12.9	14
61	36.2	10.9	5.23	5.83	52.3	82	764	13.1	37.2	36.8	14
29.2	25.9	7.99	8.58	1	25.7	49.1	610	16	38.2	55.7	14
44.9	24.4	7.23	54.2	10	58.3	73.7	922	12	25	46.6	14
20.7	17.9	7.1	5	1.2	63.2	110	1407	7.64	25.7	29.4	14
123	136	11.4	255	54.2	9.65	28.6	890	18.4	64.9	82	14
36.8	37.2	7.99	8.43	11.7	17.5	33.1	474	15	24.6	25.3	14
109	73.7	26.4	23.1	17.9	14.2	28.9	723	14.1	32.2	26.9	14
88.2	59.9	19.3	158	75.7	139	231	2288	16.4	39.2	35.9	14
29.2	17.2	3.31	143	25.3	24.1	37.2	828	36.8	82.8	107	14
63.8	37.5	12.3	14.7	12.4	31.1	52.8	567	8.51	19.3	59.4	14
28.1	33.1	5.19	21.5	1.01	8.2	17.5	433	24.6	51.4	110	14
11.4	12.7	15.1	235	61.5	3.37	12.9	573	14.1	24.6	21.9	14
35.2	34.6	8.74	7.99	9.65	3.34	13.7	164	21.3	31.9	47.4	14
38.2	34.6	12	12.1	13.3	75.7	119	1075	15.7	33.4	22.9	14
95.6	62.6	9.06	11.3	8.9	45.3	139	3652	18.1	22.9	28.4	14
49.6	34.3	1.78	9.56	1	48.3	88.2	1322	15.8	37.9	40.3	14
31.9	26.7	3.22	313	31.9	55.2	109	1540	7.1	33.7	32.5	14
32.5	27.9	4.1	40.3	11.7	9.91	22.5	615	20.7	42.2	90.6	14
31.6	23.1	13.1	365	62.1	42.2	67.9	1446	17.8	20.5	39.2	14
23.1	22.9	20.2	365	71	19.8	41.4	991	27.1	82.8	225	14
25.5	29.2	4.03	86.6	18.8	135	211	1999	9.65	23.5	45.3	14
36.2	26.9	12	10.8	12.9	15.5	37.2	449	13.6	29.7	30.8	14
57.3	37.2	17	19.5	9.31	7.84	12.1	615	11.1	47	55.7	14
24.1	23.3	9.47	14.6	10.3	41.4	64.4	328	10.8	21.3	31.9	14
42.9	23.9	6.49	429	64.4	9.22	14.7	784	5.83	14.6	27.4	14
47	28.9	9.91	8.66	10.3	21.9	53.8	710	10.4	31.1	39.6	14
23.1	21.5	6.67	5.52	11.5	70.4	125	1358	7.77	38.5	38.5	14
101	57.3	18.4	23.9	5.23	30	129	1911	8.51	31.3	44.1	14
40.7	35.2	14.2	41.8	22.7	6.44	26.2	346	40.7	77	117	14
65.5	46.1	3.02	8.2	10.6	25.3	52.8	791	14.3	23.1	41.8	14
41	34.3	1.26	382	52.3	28.9	56.7	1582	17	25.3	1.43	14
102	74.3	9.73	313	56.2	52.3	81.3	1286	17.5	34.6	54.7	14
28.9	5.94	7.91	5	2.69	31.3	83.5	2072	44.5	100	130	14
29.4	20.9	8.82	17	8.28	11.7	19.5	965	12.3	32.8	38.2	14
33.1	19.1	4.78	14.9	15.1	37.9	78.4	1655	12.7	20.9	33.4	14
28.1	35.5	8.82	15.4	10	146	211	1554	9.06	27.6	31.9	14
13	21.7	2.57	18.8	9.39	82	139	1670	19.1	30.8	47.4	14
50.5	52.3	3.85	10.6	13	31.1	50.9	1065	13.9	30.8	48.7	14
42.6	20.4	6.61	8.9	9.65	20.9	76.4	1046	13.8	33.7	30.2	14
35.9	38.2	4.49	150	50.5	70.4	90.6	519	19.6	63.8	58.8	14
38.5	37.5	8.74	21.5	13.2	16.3	30.2	441	11.8	14.1	26.4	14
41.8	21.9	8.13	13.6	3.65	5.73	12.5	982	35.9	96.5	99.1	14
57.8	50.9	4.61	235	42.2	10.1	41.8	615	10.3	32.8	33.7	14
2.19	4.18	3.46	16.3	7.99	56.2	101	2788	33.1	63.2	147	14
21.7	9.14	7.43	57.3	14.5	32.5	53.3	723	40.7	82.8	89	14
59.9	37.5	1.67	227	29.7	36.8	59.4	1486	15.3	22.5	24.6	14
39.6	19.6	12.5	325	52.8	184	246	723	7.23	23.3	21.7	14
8.43	10.4	17.6	21.7	10.6	55.7	118	2943	14.3	34.6	55.7	14
264	160	11	141	29.4	26.4	65.5	2129	51.4	151	200	14
125	124	31.3	292	85.1	38.5	82	1286	12.3	24.8	40.3	14
24.6	30.5	7.91	22.1	20	21.7	37.9	322	10.9	26.4	28.4	14
114	138	5.99	92.2	28.1	30.8	44.9	349	17.8	31.6	34.9	14
18.3	17.3	9.14	10.8	4.57	31.6	58.3	1640	16	26.4	23.3	14
34.6	32.5	3.92	90.6	20.9	7.37	22.5	1084	13.6	34.9	34.3	14
25.9	17.6	2.81	9.73	4.14	5.83	22.1	1811	14.7	23.7	33.7	14
55.2	27.4	47.8	104	60.4	47	85.8	1640	29.4	67.3	79.1	14
34.3	22.9	9.39	85.8	36.2	6.73	29.2	835	22.7	63.8	135	14
33.7	26.7	21.7	573	105	18.6	28.4	403	13.6	27.1	47.8	14
53.8	34.9	8.58	11.7	5.94	8.74	19.5	343	11.3	34.3	38.9	14
30.8	12.2	5.67	24.4	8.06	13.1	32.8	685	12.9	24.8	20.5	14
41	28.9	11	15.4	10	19.8	43.3	828	13.3	25.7	32.8	14
33.7	21.5	50	98.2	53.3	13.9	28.6	679	13.3	36.5	29.2	14
45.3	23.5	36.5	403	65.5	13.3	31.6	509	14.5	26.7	58.8	14
66.1	51.4	10.8	414	74.3	15.5	30.5	632	20.5	20.7	44.5	14
21.3	15.8	23.7	17	15.4	8.43	25.3	1420	12.2	30.8	24.8	14
84.3	98.2	82	105	58.8	13.9	32.2	583	58.8	124	325	14
38.5	20.2	15.7	322	61.5	27.1	60.4	906	12.5	28.6	59.4	14
42.2	28.9	11.9	12.7	2.29	11.9	21.5	340	11.8	32.2	39.6	14
25.9	14.2	11.9	21.9	34.9	7.99	18.6	1134	23.1	56.7	94.7	14
133	68.5	11.8	10.8	15.5	34	54.7	355	16.5	28.1	33.1	14
44.5	25.7	12.7	2.07	7.04	11.7	35.2	828	8.82	24.1	28.1	14
35.5	26.7	5.52	18.8	3.08	5.38	18.9	271	16.4	42.9	28.4	14
30.8	24.1	2.62	227	26.4	38.9	60.4	806	10.7	31.9	49.1	14
32.5	27.4	9.65	5.19	8.35	12.5	18.8	673	22.1	44.9	55.2	14
37.2	19.3	8.58	118	12.5	3.55	11.9	547	10.8	28.1	45.3	14
71.7	47	21.3	20.9	1.23	38.9	63.2	418	6.44	14.6	31.3	14
40.3	26.2	21.5	18.6	5.78	15.3	42.6	2436	14.2	32.5	41.4	14
46.6	26.7	1	281	7.1	105	239	4105	14.7	23.9	49.6	14
149	107	4.14	31.6	18.3	127	237	3523	24.1	53.3	89	14
41.8	24.1	15.4	18.9	14.6	45.7	82.8	615	16.8	31.3	39.6	14
112	108	2.02	110	31.9	23.7	56.2	1747	13.6	15.8	27.1	14
183	105	32.5	55.2	14.1	6.1	20	1219	15.8	16.3	33.7	14
204	139	3.02	89	9.73	8.66	17.9	359	9.82	16.3	21.9	14
24.4	16.5	7.64	39.6	5.28	4.1	11.7	764	8.43	22.5	35.9	14
100	79.9	149	400	131	81.3	107	610	21.1	62.1	95.6	14
20.9	26.2	34.6	83.5	26.7	67.9	120	2227	15.3	40	35.9	14
34	20.4	8.98	57.8	3.11	54.7	82	2129	35.2	62.1	88.2	14
43.7	37.9	14.7	25	7.84	8.2	28.4	1762	9.31	34.6	50	14
31.1	17.2	10.3	113	37.9	58.8	123	2267	14.7	48.3	41	14
29.4	23.7	7.5	349	57.8	10.4	34	474	13.6	45.7	77	14
50	32.5	10.8	15.1	10.5	71.7	126	3191	15.7	40.3	80.6	14
53.8	33.7	18.8	52.8	21.9	3.65	46.6	67.3	12.1	24.8	21.5	14
